"","section","category","corr_full","corr_old","corr_rec"
"187","E13DBetn02q04","below_ground",0.153846153846154,0.153846153846154,NA
"188","E13DBetn02q05","below_ground",0.3,0.3,NA
"189","E13DBetn02r01","below_ground",0.667647058823529,0.667647058823529,NA
"190","E13DBetn02r02","below_ground",0.274725274725275,0.274725274725275,NA
"191","E13DBetn02r03","below_ground",0.49010989010989,0.49010989010989,NA
"192","E13DBetn02r04","below_ground",0.230769230769231,0.230769230769231,NA
"193","E13DBetn02r05","below_ground",0.621978021978022,0.621978021978022,NA
"194","E13DBetn02s01","above_ground",1,1,NA
"195","E13DBetn02s02","above_ground",0.965686274509804,0.965686274509804,NA
"196","E13DBetn02s03","above_ground",0.844117647058823,0.844117647058823,NA
"197","E13DBetn02s04","above_ground",0.583333333333333,0.583333333333333,NA
"198","E13DBetn02s05","above_ground",0.463636363636364,0.463636363636364,NA
"199","E13DBetn02s06","above_ground",0.428571428571429,0.428571428571429,NA
"200","E13DBetn02s07","above_ground",0.828571428571429,0.828571428571429,NA
"201","E13DBetn02s08","above_ground",0.7,0.7,NA
