"scientificName","decimalLongitude","decimalLatitude","individualCount","occurrenceStatus","coordinateUncertaintyInMeters","institutionCode","references"
"Betula nana L.",14.41,64.761,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",14.471,64.548,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",14.492,64.112,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",15.008,64.346,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",19.013,67.203,NA,"PRESENT",5000,"SLU Artdatabanken",NA
"Betula nana L.",15.083,64.859,NA,"PRESENT",2500,"SLU Artdatabanken",NA
"Betula nana L.",21.273,68.047,NA,"PRESENT",10,"SLU Artdatabanken",NA
"Betula nana L.",18.707,68.366,NA,"PRESENT",1000,"SLU Artdatabanken",NA
"Betula nana L.",14.673,59.724,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",14.518,59.923,NA,"PRESENT",25,"SLU Artdatabanken",NA
"Betula nana L.",11.481,59.075,NA,"PRESENT",6,"nbf",NA
"Betula nana L.",26.508,70.35,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",11.486,59.078,NA,"PRESENT",6,"nbf",NA
"Betula nana L.",12.146,60.338,NA,"PRESENT",423,"nbf",NA
"Betula nana L.",9.834,61.038,NA,"PRESENT",500,"nbf",NA
"Betula nana L.",11.482,59.076,NA,"PRESENT",6,"nbf",NA
"Betula nana L.",9.748,63.644,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",25.121,70.353,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",25.161,70.291,NA,"PRESENT",1,"nbf",NA
"Betula nana L.",9.628,62.3,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",4.95,61.876,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",9.384,59.727,NA,"PRESENT",1,"nbf",NA
"Betula nana L.",11.482,59.075,NA,"PRESENT",6,"nbf",NA
"Betula nana L.",8.309,63.67,NA,"PRESENT",1,"nbf",NA
"Betula nana L.",25.076,70.345,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",23.077,69.013,NA,"PRESENT",200,"nbf",NA
"Betula nana L.",12.446,60.209,NA,"PRESENT",221,"nbf",NA
"Betula nana L.",10.277,60.818,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",11.485,59.072,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",8.508,60.348,NA,"PRESENT",8,"nbf",NA
"Betula nana L.",6.071,59.063,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",9.075,59.996,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",11.943,61.917,NA,"PRESENT",125,"nbf",NA
"Betula nana L.",5.96,60.253,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",10.434,60.086,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",12.079,62.059,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",11.488,59.077,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",11.48,59.071,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",11.484,59.077,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",11.483,59.072,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",7.636,63.084,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.98,60.98,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",8.104,61.646,NA,"PRESENT",50,"nbf",NA
"Betula nana L.",11.483,59.071,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",8.973,62.539,NA,"PRESENT",28,"nbf",NA
"Betula nana L.",10.274,63.375,NA,"PRESENT",125,"nbf",NA
"Betula nana L.",9.142,59.947,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",9.15,59.94,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",9.056,61.575,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",8.984,60.044,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",8.988,60.043,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",9.154,59.938,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",11.484,59.072,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",11.486,59.073,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",9.656,62.199,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",6.943,62.531,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",5.046,61.997,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",6.398,59.051,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",11.485,59.078,NA,"PRESENT",6,"nbf",NA
"Betula nana L.",16.714,68.95,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",9.143,59.949,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",8.934,60.795,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",9.583,62.232,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",17.025,68.853,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",11.586,61.164,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",4.716,60.76,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",9.616,62.315,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",4.718,60.76,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",8.988,60.049,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",9.203,60.145,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",24.994,69.999,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",11.971,60.228,NA,"PRESENT",207,"nbf",NA
"Betula nana L.",8.984,60.039,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",10.692,60.586,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",26.016,70.361,NA,"PRESENT",8,"nbf",NA
"Betula nana L.",9.595,62.304,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",11.769,61.766,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",15.394,66.853,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",6.399,59.058,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",10.135,61.731,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",9.524,59.519,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",11.142,62.379,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",9.534,62.235,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",10.347,59.868,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",25.8,70.669,NA,"PRESENT",8,"nbf",NA
"Betula nana L.",25.101,70.354,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",8.918,60.789,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",18.999,69.627,NA,"PRESENT",150,"nbf",NA
"Betula nana L.",11.687,59.11,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",9.571,62.224,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",7.025,62.897,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",26.019,70.364,NA,"PRESENT",8,"nbf",NA
"Betula nana L.",7.002,62.894,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",8.092,62.695,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",8.986,60.046,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",9.189,60.137,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",9.013,59.984,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",9.459,62.622,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",11.488,59.075,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",8.209,62.685,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",10.142,61.223,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",9.617,62.314,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",9.149,59.94,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",9.995,62.141,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",19.68,70.183,NA,"PRESENT",50,"nbf",NA
"Betula nana L.",11.762,59.649,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",6.395,59.059,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",8.914,62.452,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",12.141,60.195,NA,"PRESENT",199,"nbf",NA
"Betula nana L.",8.769,60.73,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",25.797,70.666,NA,"PRESENT",8,"nbf",NA
"Betula nana L.",10.224,63.414,NA,"PRESENT",75,"nbf",NA
"Betula nana L.",10.283,63.381,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",7.987,63.406,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",23.104,69.009,NA,"PRESENT",500,"nbf",NA
"Betula nana L.",11.483,59.076,NA,"PRESENT",6,"nbf",NA
"Betula nana L.",9.137,59.942,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",10.202,63.403,NA,"PRESENT",200,"nbf",NA
"Betula nana L.",8.101,61.645,NA,"PRESENT",50,"nbf",NA
"Betula nana L.",11.485,59.077,NA,"PRESENT",6,"nbf",NA
"Betula nana L.",6.383,59.062,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",11.484,59.076,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",22.189,70.623,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",25.163,70.292,NA,"PRESENT",1,"nbf",NA
"Betula nana L.",25.865,70.687,NA,"PRESENT",8,"nbf",NA
"Betula nana L.",9.621,62.314,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",9.152,59.938,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",8.972,60.993,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",23.079,69.004,NA,"PRESENT",250,"nbf",NA
"Betula nana L.",10.431,60.113,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",31.098,70.375,NA,"PRESENT",500,"nbf",NA
"Betula nana L.",10.22,63.413,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",23.405,69.232,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",10.476,59.812,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",12.439,60.083,NA,"PRESENT",1,"nbf",NA
"Betula nana L.",24.878,70.157,NA,"PRESENT",1,"nbf",NA
"Betula nana L.",9.618,62.973,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",25.88,70.689,NA,"PRESENT",8,"nbf",NA
"Betula nana L.",6.392,59.062,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",9.894,64.003,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",25.795,70.667,NA,"PRESENT",8,"nbf",NA
"Betula nana L.",9.204,60.148,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",9.612,62.311,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",23.045,69.002,NA,"PRESENT",150,"nbf",NA
"Betula nana L.",11.488,59.076,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",9.141,59.942,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",9.05,61.563,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",10.493,61.365,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",7.413,59.489,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",12.315,64.225,NA,"PRESENT",150,"nbf",NA
"Betula nana L.",9.69,61.643,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",9.144,59.941,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",25.162,70.292,NA,"PRESENT",1,"nbf",NA
"Betula nana L.",12.115,65.06,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",8.92,60.786,NA,"PRESENT",25,"nbf",NA
"Betula nana L.",11.78,61.772,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",9.939,64.011,NA,"PRESENT",100,"nbf",NA
"Betula nana L.",9.189,60.138,NA,"PRESENT",10,"nbf",NA
"Betula nana L.",11.487,59.077,NA,"PRESENT",3,"nbf",NA
"Betula nana L.",8.925,62.414,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",7,62.899,NA,"PRESENT",5,"nbf",NA
"Betula nana L.",28.792,66.78,NA,"PRESENT",8,"iNaturalist","https://www.inaturalist.org/observations/170438306"
"Betula nana L.",-50.655,67.002,NA,"PRESENT",35,"iNaturalist","https://www.inaturalist.org/observations/170447206"
"Betula nana L.",76.533,66.083,NA,"PRESENT",31,"iNaturalist","https://www.inaturalist.org/observations/170449941"
"Betula nana L.",93.343,52.836,NA,"PRESENT",120,"iNaturalist","https://www.inaturalist.org/observations/170633615"
"Betula nana L.",27.842,69.165,NA,"PRESENT",8,"iNaturalist","https://www.inaturalist.org/observations/170815221"
"Betula nana L.",24.722,60.375,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/170819819"
"Betula nana L.",157.876,53.089,NA,"PRESENT",24,"iNaturalist","https://www.inaturalist.org/observations/170981323"
"Betula nana L.",12.358,63.313,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/171034798"
"Betula nana L.",23.412,70.812,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/171042633"
"Betula nana L.",-68.495,63.738,NA,"PRESENT",20,"iNaturalist","https://www.inaturalist.org/observations/171136606"
"Betula nana L.",22.638,60.933,NA,"PRESENT",7,"iNaturalist","https://www.inaturalist.org/observations/171198459"
"Betula nana L.",10.464,63.389,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/171270790"
"Betula nana L.",15.869,65.359,NA,"PRESENT",69,"iNaturalist","https://www.inaturalist.org/observations/171366307"
"Betula nana L.",9.378,60.266,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/171411785"
"Betula nana L.",14.481,59.794,NA,"PRESENT",340,"iNaturalist","https://www.inaturalist.org/observations/171452813"
"Betula nana L.",32.664,69.773,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/171540724"
"Betula nana L.",32.456,69.63,NA,"PRESENT",488,"iNaturalist","https://www.inaturalist.org/observations/171540756"
"Betula nana L.",32.269,69.628,NA,"PRESENT",15,"iNaturalist","https://www.inaturalist.org/observations/171546098"
"Betula nana L.",32.224,69.67,NA,"PRESENT",61,"iNaturalist","https://www.inaturalist.org/observations/171546168"
"Betula nana L.",31.963,69.589,NA,"PRESENT",15,"iNaturalist","https://www.inaturalist.org/observations/171546237"
"Betula nana L.",26.738,65.572,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/171551878"
"Betula nana L.",20.341,63.799,NA,"PRESENT",30,"iNaturalist","https://www.inaturalist.org/observations/171556470"
"Betula nana L.",25.562,65.066,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/171688968"
"Betula nana L.",6.42,59.231,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/171695462"
"Betula nana L.",26.999,69.744,NA,"PRESENT",7,"iNaturalist","https://www.inaturalist.org/observations/171738512"
"Betula nana L.",9.605,62.301,NA,"PRESENT",20,"iNaturalist","https://www.inaturalist.org/observations/171840292"
"Betula nana L.",24.811,60.989,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/171943149"
"Betula nana L.",25.746,60.943,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/171949076"
"Betula nana L.",66.546,66.617,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/172182711"
"Betula nana L.",25.636,59.466,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/172203400"
"Betula nana L.",8.948,60.786,NA,"PRESENT",108,"iNaturalist","https://www.inaturalist.org/observations/172322695"
"Betula nana L.",17.825,69.451,NA,"PRESENT",5,"iNaturalist","https://www.inaturalist.org/observations/172336392"
"Betula nana L.",-20.124,64.327,NA,"PRESENT",5,"iNaturalist","https://www.inaturalist.org/observations/172404075"
"Betula nana L.",12.192,61.569,NA,"PRESENT",1393,"iNaturalist","https://www.inaturalist.org/observations/172476696"
"Betula nana L.",-23.933,65.6,NA,"PRESENT",12,"iNaturalist","https://www.inaturalist.org/observations/172499740"
"Betula nana L.",22.15,60.539,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/172524271"
"Betula nana L.",60.342,55.664,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/172653302"
"Betula nana L.",9.327,60.826,NA,"PRESENT",18590,"iNaturalist","https://www.inaturalist.org/observations/172657070"
"Betula nana L.",34.803,65,NA,"PRESENT",6,"iNaturalist","https://www.inaturalist.org/observations/172684155"
"Betula nana L.",64.462,61.691,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/172719539"
"Betula nana L.",23.967,54.63,NA,"PRESENT",8,"iNaturalist","https://www.inaturalist.org/observations/172733054"
"Betula nana L.",31.207,61.653,NA,"PRESENT",59,"iNaturalist","https://www.inaturalist.org/observations/172744474"
"Betula nana L.",9.51,61.898,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/172825228"
"Betula nana L.",33.793,67.62,NA,"PRESENT",1000,"iNaturalist","https://www.inaturalist.org/observations/172963944"
"Betula nana L.",89.026,48.157,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/172971153"
"Betula nana L.",32.632,67.655,NA,"PRESENT",500,"iNaturalist","https://www.inaturalist.org/observations/172983018"
"Betula nana L.",7.656,62.433,NA,"PRESENT",1200,"iNaturalist","https://www.inaturalist.org/observations/172989418"
"Betula nana L.",11.738,58.878,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/173023292"
"Betula nana L.",23.092,62.303,NA,"PRESENT",6,"iNaturalist","https://www.inaturalist.org/observations/173062813"
"Betula nana L.",33.016,68.771,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/173089067"
"Betula nana L.",13.426,56.762,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/173186747"
"Betula nana L.",33.656,67.65,NA,"PRESENT",150,"iNaturalist","https://www.inaturalist.org/observations/173213990"
"Betula nana L.",23.589,60.735,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/173375933"
"Betula nana L.",25.09,58.939,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/173419687"
"Betula nana L.",23.564,69.184,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/173468369"
"Betula nana L.",-93.841,58.712,NA,"PRESENT",8,"iNaturalist","https://www.inaturalist.org/observations/173522865"
"Betula nana L.",9.297,62.118,NA,"PRESENT",2,"iNaturalist","https://www.inaturalist.org/observations/173552446"
"Betula nana L.",26.419,62.74,NA,"PRESENT",6000,"iNaturalist","https://www.inaturalist.org/observations/173577315"
"Betula nana L.",30.134,60.1,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/173590508"
"Betula nana L.",9.596,62.302,NA,"PRESENT",5,"iNaturalist","https://www.inaturalist.org/observations/173646635"
"Betula nana L.",30.17,60.027,NA,"PRESENT",1000,"iNaturalist","https://www.inaturalist.org/observations/173668058"
"Betula nana L.",151.244,60.684,NA,"PRESENT",6,"iNaturalist","https://www.inaturalist.org/observations/173719355"
"Betula nana L.",23.581,60.735,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/173906764"
"Betula nana L.",66.294,66.687,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/173919230"
"Betula nana L.",66.214,66.69,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/173928640"
"Betula nana L.",66.214,66.689,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/173928650"
"Betula nana L.",33.665,67.667,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/173978245"
"Betula nana L.",158.271,54.378,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/173979883"
"Betula nana L.",-22.866,64.909,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/174003283"
"Betula nana L.",15.939,61.626,NA,"PRESENT",6,"iNaturalist","https://www.inaturalist.org/observations/174090628"
"Betula nana L.",33.657,67.675,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/174118581"
"Betula nana L.",33.656,67.675,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/174120640"
"Betula nana L.",33.655,67.675,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/174120654"
"Betula nana L.",33.652,67.676,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/174122500"
"Betula nana L.",66.283,66.69,NA,"PRESENT",104,"iNaturalist","https://www.inaturalist.org/observations/174131673"
"Betula nana L.",66.285,66.69,NA,"PRESENT",209,"iNaturalist","https://www.inaturalist.org/observations/174131704"
"Betula nana L.",66.658,66.559,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/174239171"
"Betula nana L.",27.255,67.003,NA,"PRESENT",2700,"iNaturalist","https://www.inaturalist.org/observations/174258547"
"Betula nana L.",37.121,67.966,NA,"PRESENT",10,"iNaturalist","https://www.inaturalist.org/observations/174316934"
"Betula nana L.",65.43,66.87,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/174419278"
"Betula nana L.",65.43,66.876,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/174442113"
"Betula nana L.",27.236,67.033,NA,"PRESENT",10,"iNaturalist","https://www.inaturalist.org/observations/174477889"
"Betula nana L.",65.429,66.876,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/174478102"
"Betula nana L.",65.452,66.864,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/174485677"
"Betula nana L.",65.477,66.857,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/174485702"
"Betula nana L.",-21.388,64.256,NA,"PRESENT",5,"iNaturalist","https://www.inaturalist.org/observations/174572747"
"Betula nana L.",33.094,68.996,NA,"PRESENT",207,"iNaturalist","https://www.inaturalist.org/observations/174648592"
"Betula nana L.",33.07,68.996,NA,"PRESENT",10,"iNaturalist","https://www.inaturalist.org/observations/174658676"
"Betula nana L.",-18.609,65.808,NA,"PRESENT",3198,"iNaturalist","https://www.inaturalist.org/observations/174703044"
"Betula nana L.",9.468,62.219,NA,"PRESENT",8,"iNaturalist","https://www.inaturalist.org/observations/174707405"
"Betula nana L.",8.5,60.339,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/174720906"
"Betula nana L.",66.732,66.544,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/174731458"
"Betula nana L.",34.556,67.889,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/174802569"
"Betula nana L.",66.73,66.543,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/174842209"
"Betula nana L.",23.592,60.72,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/174846294"
"Betula nana L.",-50.671,67.061,NA,"PRESENT",23864,"iNaturalist","https://www.inaturalist.org/observations/174849803"
"Betula nana L.",18.621,62.986,NA,"PRESENT",4,"iNaturalist","https://www.inaturalist.org/observations/174880079"
"Betula nana L.",-50.247,69.756,NA,"PRESENT",3,"iNaturalist","https://www.inaturalist.org/observations/174936624"
"Betula nana L.",66.243,66.691,NA,"PRESENT",NA,"iNaturalist","https://www.inaturalist.org/observations/174988537"
